SB_UID,SB_UID,EXECBLOCKUID,STARTTIME,ENDTIME,QA0STATUS,SE_STATUS,SE_PROJECT_CODE,SE_ARRAYENTRY_ID,FINALCOMMENTID,COMENT,delta
uid://A001/X2d6/Xe,uid://A001/X2d6/Xe,uid://A002/Xac5575/X3bf,2015-10-30 22:36:16.148,2015-10-31 00:33:30.533,Pass,SUCCESS,2015.1.01596.S,853608,18157.0,"AmpCal observed
J2148+0657	Band7 or Band6	2015-11-01

Last flux measurement for Amplitude Calibrator 'J2148+0657' was performed on 2015-09-28",1.95399583333
uid://A001/X2d6/X341,uid://A001/X2d6/X341,uid://A002/Xac5575/X815,2015-10-31 00:53:21.356,2015-10-31 01:53:17.249,Pass,SUCCESS,2015.1.01602.S,853608,18158.0,"AmpCal observed
J2232+1143	Band3	2015-10-31

Pass when the calibration survey is done.

Last flux measurement for Amplitude Calibrator 'J2232+1143' was performed on 2015-09-28, more than a week before",0.998859166667
uid://A001/X2c9/X1a,uid://A001/X2c9/X1a,uid://A002/Xac5575/X9ef,2015-10-31 02:02:34.580,2015-10-31 03:12:36.096,Pass,SUCCESS,2015.1.00597.S,853608,18142.0,"AmpCal observed
J2253+1608	Band7 or Band6	2015-10-31

Last flux measurement for Amplitude Calibrator 'J2253+1608' was performed on 2015-09-28, more than a week before this observation too place",1.16708777778
uid://A001/X2c9/X1a,uid://A001/X2c9/X1a,uid://A002/Xac5575/Xbf8,2015-10-31 03:21:17.187,2015-10-31 04:27:39.771,Pass,SUCCESS,2015.1.00597.S,853669,18143.0,"AmpCal observed
J0238+1636	Band7 or Band6	2015-11-01

Last flux measurement for Amplitude Calibrator 'J0238+1636' was performed on 2015-09-23, more than a week before this observation too place",1.10627333333
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac5575/X9ff7,2015-11-02 02:55:43.123,2015-11-02 03:30:33.486,Fail,FAIL,2015.1.01388.S,854390,17586.0,Coorelator problem. No correlation.,0.580656388889
uid://A001/X2d2/Xb3,uid://A001/X2d2/Xb3,uid://A002/Xac5575/Xa01b,2015-11-02 03:00:22.198,2015-11-02 04:56:11.107,Pass,FAIL,2015.1.00631.S,854429,18116.0,"AmpCal observed!
J0334-4008	Band7 or Band6	2015-11-01

The SB failed nearly at the end but contain valid data.

Last flux measurement for Amplitude Calibrator 'J0334-4008' was performed on 2015-09-23,",1.9302525
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac5575/Xa3f5,2015-11-02 04:03:26.501,2015-11-02 05:29:33.353,Pass,SUCCESS,2015.1.01388.S,854465,20854.0,"FluxCal observed is Uranus

Check with QL of the calibration was okay.",1.43523666667
uid://A001/X2df/X15e,uid://A001/X2df/X15e,uid://A002/Xac5575/Xa952,2015-11-02 05:06:25.706,2015-11-02 05:06:25.713,Fail,FAIL,2015.1.01558.T,854476,17588.0,SB problem,1.94444444444e-06
uid://A001/X2df/X163,uid://A001/X2df/X163,uid://A002/Xac5575/Xaa3a,2015-11-02 05:16:52.290,2015-11-02 06:15:19.621,Pass,SUCCESS,2015.1.01558.T,854476,17617.0,"No Calibration Summaries but QL
DA61, DA59 have bad Trec otherwise it is fine on the QL.",0.974258611111
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac5575/Xab3c,2015-11-02 05:31:12.796,2015-11-02 06:57:10.790,Pass,SUCCESS,2015.1.01388.S,854465,20855.0,"FluxCal observed is Uranus
PhaCal seems weak, but observation still PASS

No calibration summaries but check with QL is okay.",1.43277611111
uid://A001/X2d6/X2ae,uid://A001/X2d6/X2ae,uid://A002/Xac5575/X1139,2015-10-31 04:29:49.049,2015-10-31 05:37:59.875,Pass,FAIL,2015.1.01268.S,853669,18162.0,"AmpCal observed
J0238+1636	Band7 or Band6	2015-11-01

Last flux measurement for Amplitude Calibrator 'J0238+1636' was performed on 2015-09-23, more than a week before this observation too place",1.13634055556
uid://A001/X2d6/X2ae,uid://A001/X2d6/X2ae,uid://A002/Xac5575/X1756,2015-10-31 05:38:36.941,2015-10-31 07:10:42.836,Pass,SUCCESS,2015.1.01268.S,853669,18141.0,"AmpCal observed 
J0510+1800	Band7 or Band6	2015-11-01

Last flux measurement for Amplitude Calibrator 'J0510+1800' was performed on 2015-09-26, more than a week before this observation too place",1.53497083333
uid://A001/X2d6/X2ae,uid://A001/X2d6/X2ae,uid://A002/Xac5575/X1fd0,2015-10-31 07:11:44.960,2015-10-31 08:45:40.542,Pass,SUCCESS,2015.1.01268.S,853669,18161.0,"AmpCal observed 
J0510+1800	Band7 or Band6	2015-11-01

Last flux measurement for Amplitude Calibrator 'J0510+1800' was performed on 2015-09-26, more than a week before this observation too place",1.56543944444
uid://A001/X2df/X15e,uid://A001/X2df/X15e,uid://A002/Xac5575/Xaec8,2015-11-02 06:16:24.701,2015-11-02 06:16:24.702,Fail,FAIL,2015.1.01558.T,854476,17615.0,SB problem,2.77777777778e-07
uid://A001/X2d2/Xb0,uid://A001/X2d2/Xb0,uid://A002/Xac5575/Xaecd,2015-11-02 06:18:46.036,2015-11-02 06:32:47.077,Fail,FAIL,2015.1.00631.S,854476,17587.0,No Target observed and partially the calibrators.,0.2336225
uid://A001/X2d2/Xb0,uid://A001/X2d2/Xb0,uid://A002/Xac5575/Xb06f,2015-11-02 06:35:09.162,2015-11-02 08:22:24.204,Pass,FAIL,2015.1.00631.S,854476,18181.0,"AmpCal observed
J0519-4546	Band7 or Band6	2015-11-01

SB stopped close to the end. The calibration looks okay.
Last flux measurement for Amplitude Calibrator 'J0519-4546' was performed on 2015-09-26, ",1.78751166667
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac5575/Xb22c,2015-11-02 06:57:30.193,2015-11-02 08:17:51.080,Pass,SUCCESS,2015.1.01388.S,854465,20838.0,"FluxCal observed by 
J0538-4405	Band7 or Band6	2015-11-01

No calibration summaries but check with QL is okay.",1.33913527778
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac5575/Xb951,2015-11-02 08:18:52.999,2015-11-02 09:39:13.620,Pass,SUCCESS,2015.1.01388.S,854465,20794.0,"Waiting for E2E test

phase rms for J0440-6952 BB1 and BB3 ~200.
Last flux measurement for Amplitude Calibrator 'J0538-4405' was performed on 2015-09-26, more than a week before this observation took ",1.33906138889
uid://A001/X2d6/X342,uid://A001/X2d6/X342,uid://A002/Xac5575/X2938,2015-10-31 09:10:25.409,2015-10-31 10:24:43.899,Pass,SUCCESS,2015.1.01602.S,853758,18163.0,"AmpCal observed
J0750+1231	Band3	2015-11-01

Last flux measurement for Amplitude Calibrator 'J0750+1231' was performed on 2015-09-26, more than a week before this observation too place",1.23846944444
uid://A001/X2d6/X309,uid://A001/X2d6/X309,uid://A002/Xac82a7/X1101,2015-11-04 21:26:31.234,2015-11-04 21:28:26.311,Fail,FAIL,2015.1.00496.S,855401,17724.0,No science observation performed.,0.0319658333333
uid://A001/X2d6/X309,uid://A001/X2d6/X309,uid://A002/Xac82a7/X1102,2015-11-04 21:44:15.479,2015-11-04 22:23:28.141,SemiPass,FAIL,2015.1.00496.S,855401,17734.0,"Last flux measurement for Amplitude Calibrator 'J1733-1304' was performed on 2015-09-25, more than a week before this observation too place. Time on target ~10min of ~34min expected (< 50% completed).",0.653517222222
uid://A001/X2de/Xf3,uid://A001/X2de/Xf3,uid://A002/Xac97ce/X14e,2015-11-07 05:31:14.464,2015-11-07 06:50:51.336,Pass,SUCCESS,2015.1.00206.S,856277,17763.0,phase calibrator seems to be very weak,1.32690888889
uid://A001/X2df/X153,uid://A001/X2df/X153,uid://A002/Xac97ce/X4eb,2015-11-07 08:10:31.164,2015-11-07 09:43:55.088,Pass,SUCCESS,2015.1.01345.S,856318,17766.0,"DV12 shows higher phase rms
Platforming in DA43, DA49, DA56, and DV23 (PRTSPR-16328)",1.55664555556
uid://A001/X2df/X153,uid://A001/X2df/X153,uid://A002/Xac97ce/X74c,2015-11-07 09:46:20.945,2015-11-07 10:12:03.614,Fail,FAIL,2015.1.01345.S,856318,17765.0,"Fail in scan 8. The only scan on target (scan 7) did not have phase calibration, so there are no useful science data.",0.428519166667
uid://A001/X2d2/Xaf,uid://A001/X2d2/Xaf,uid://A002/Xac8406/X419,2015-11-05 02:55:48.546,2015-11-05 03:15:24.205,Fail,FAIL,2015.1.00631.S,855534,17719.0,,0.326571944444
uid://A001/X2d2/Xaf,uid://A001/X2d2/Xaf,uid://A002/Xac8406/X497,2015-11-05 03:25:19.292,2015-11-05 04:05:27.202,SemiPass,FAIL,2015.1.00631.S,855552,17735.0,"The observation failed at the scan 36. Some data should be usable,",0.668863888889
uid://A001/X2de/X108,uid://A001/X2de/X108,uid://A002/Xac8406/X5ed,2015-11-05 04:34:57.628,2015-11-05 06:08:05.777,Pass,SUCCESS,2015.1.00889.S,855552,17745.0,,1.55226361111
uid://A001/X2d8/X41c,uid://A001/X2d8/X41c,uid://A002/Xac97ce/X8e4,2015-11-07 10:52:52.854,2015-11-07 11:55:21.660,Pass,FAIL,2015.1.00695.S,856318,18138.0,"Fail in scan 78. Some data useful PWV~0.45mm.Time on target (usable) ~27min (44.85min expected), more than 50% completed.The QA0 should be pass.",1.041335
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac97ce/Xbae,2015-11-07 12:56:50.428,2015-11-07 14:21:38.980,Pass,SUCCESS,2015.1.00030.S,856367,17796.0,PWV~0.5mm,1.41348666667
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac97ce/Xee1,2015-11-07 14:40:33.790,2015-11-07 15:07:23.068,SemiPass,FAIL,2015.1.00030.S,856367,17797.0,"Fail in scan 27 during PHASE CAL, yellow triangle. Some useful data, but less than 50% of the required time on target was completed. Time on target (USABLE) was ~7.5min (41.32min expected).",0.447021666667
uid://A001/X2de/X3d,uid://A001/X2de/X3d,uid://A002/Xac8406/X877,2015-11-05 06:25:17.753,2015-11-05 08:05:38.523,Pass,SUCCESS,2015.1.00024.S,855552,17744.0,"Phase of DV18 may have a problem. 
",1.67243611111
uid://A001/X2de/Xed,uid://A001/X2de/Xed,uid://A002/Xac8406/Xb41,2015-11-05 08:20:08.544,2015-11-05 09:58:31.106,Pass,SUCCESS,2015.1.00141.S,855552,17743.0,,1.63960055556
uid://A001/X2de/Xed,uid://A001/X2de/Xed,uid://A002/Xac8406/Xe70,2015-11-05 10:19:56.637,2015-11-05 11:57:02.223,Pass,SUCCESS,2015.1.00141.S,855552,17742.0,,1.61821833333
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac97ce/Xf8a,2015-11-07 15:10:14.057,2015-11-07 15:14:59.902,Fail,ABORTED,2015.1.00030.S,856367,17769.0,Aborted in scan 2 due to weather conditions. The wind is too high and we have to remove PM03. No science data.,0.0794013888889
uid://A001/X2d6/X14,uid://A001/X2d6/X14,uid://A002/Xac8406/X1335,2015-11-05 12:46:30.498,2015-11-05 13:13:15.277,Fail,FAIL,2015.1.00686.S,855631,17729.0,Aborted due to the phase rms became very bad for B7. No useful science target data.,0.445771944444
uid://A001/X2c9/X19,uid://A001/X2c9/X19,uid://A002/Xac8406/X14f2,2015-11-05 13:14:48.185,2015-11-05 14:02:15.938,SemiPass,FAIL,2015.1.00597.S,855631,17741.0,Useful data potentially up until scan 45 - time on target was (only) 11 minutes -- out of 26 m. Leaving as unset for now because of this. Also amp cal needs to be updated. ,0.7910425
uid://A001/X2d1/Xfa,uid://A001/X2d1/Xfa,uid://A002/Xac75ea/Xd3,2015-11-02 23:31:03.363,2015-11-02 23:33:52.336,Fail,FAIL,2015.1.00418.S,854792,17694.0,,0.0469369444444
uid://A001/X2d1/Xfa,uid://A001/X2d1/Xfa,uid://A002/Xac75ea/Xe9,2015-11-02 23:56:49.599,2015-11-02 23:57:26.121,Fail,FAIL,2015.1.00418.S,854774,17676.0,,0.010145
uid://A001/X2d6/X309,uid://A001/X2d6/X309,uid://A002/Xac8406/X18bb,2015-11-05 15:02:12.241,2015-11-05 16:08:24.270,Pass,FAIL,2015.1.00496.S,855691,17738.0,"SB failed at some point (scan 77) but conditions were good, and a lot of scans were on the target. 

Time on target  21 min (34.77min expected)

Also, the Amp cal values are not up to date. ",1.10334138889
uid://A001/X2d6/X309,uid://A001/X2d6/X309,uid://A002/Xac8406/X1bd5,2015-11-05 17:08:37.537,2015-11-05 18:17:37.643,Pass,ABORTED,2015.1.00496.S,855720,18218.0,"QA0plus status: PASS ( PWV ~0.5mm. AmpCal used is J1733-1304(Last observed in Band7 01Nov15). 44 antennas.
DV04 58% flagged. Image final peak flux/rms is 12.58mJy/0.71mJy=17.7 ~26min on source. Resolu",1.15002944444
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac77dc/X302,2015-11-03 13:37:30.552,2015-11-03 15:01:59.727,Pass,SUCCESS,2015.1.00030.S,854949,18151.0,"AmpCal observed
J1229+0203	Band3	2015-11-01

Last flux measurement for Amplitude Calibrator 'J1229+0203' was performed on 2015-09-27, more than a week before this observation too place. PASS when the ",1.40810416667
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xac8406/X24e3,2015-11-05 23:47:50.295,2015-11-06 01:23:02.386,Fail,SUCCESS,2015.1.01384.S,855779,17772.0,Affected by PRTSIR-8081 and PRTSIR-7780.,1.58669194444
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xac8406/X2762,2015-11-06 01:24:28.417,2015-11-06 01:25:49.860,Fail,FAIL,2015.1.01384.S,855779,17731.0,Amp/bandpass calibrator was too low.,0.0226230555556
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xac8406/X2813,2015-11-06 01:38:23.787,2015-11-06 02:44:39.873,Fail,FAIL,2015.1.01384.S,855779,17777.0,Affected by PRTSIR-8081 and PRTSIR-7780.,1.10446833333
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac77dc/X682,2015-11-03 15:02:31.689,2015-11-03 16:02:01.505,Pass,FAIL,2015.1.00030.S,854949,18148.0,"AmpCal observed
J1229+0203	Band3	2015-11-01

Last flux measurement for Amplitude Calibrator 'J1229+0203' was performed on 2015-09-27, more than a week before this observation too place. Time on target",0.991615555556
uid://A001/X2d8/X382,uid://A001/X2d8/X382,uid://A002/Xac8406/X2b91,2015-11-06 03:23:42.117,2015-11-06 05:10:31.212,Fail,FAIL,2015.1.01290.S,855779,17771.0,"The observation failed on the scan 153. Time on target 40.37min (45.35min expected). DA46 shows high phase rms.

PRTSIR-8126 => FAIL",1.78030416667
uid://A001/X2df/X13a,uid://A001/X2df/X13a,uid://A002/Xac8406/X3143,2015-11-06 05:36:17.110,2015-11-06 05:47:24.186,Fail,FAIL,2015.1.00025.S,855779,17754.0,,0.185298888889
uid://A001/X2df/X1a0,uid://A001/X2df/X1a0,uid://A002/Xac8406/X31a7,2015-11-06 05:56:44.167,2015-11-06 06:07:57.095,Fail,FAIL,2015.1.00456.S,855779,17755.0,,0.186924444444
uid://A001/X2de/Xf3,uid://A001/X2de/Xf3,uid://A002/Xac9223/X58,2015-11-06 08:34:59.395,2015-11-06 09:55:12.337,Pass,SUCCESS,2015.1.00206.S,855971,17761.0,,1.33692833333
uid://A001/X2df/X154,uid://A001/X2df/X154,uid://A002/Xac9223/X38b,2015-11-06 10:06:47.598,2015-11-06 10:18:03.938,Fail,FAIL,2015.1.01345.S,855971,17746.0,Fail in scan 3. No science target data.,0.187872222222
uid://A001/X2df/X154,uid://A001/X2df/X154,uid://A002/Xac9223/X483,2015-11-06 10:35:44.795,2015-11-06 11:53:11.177,Pass,SUCCESS,2015.1.01345.S,855995,17762.0,DA59 was not locking intermittently.,1.29066166667
uid://A001/X2d6/Xa8,uid://A001/X2d6/Xa8,uid://A002/Xac9223/X609,2015-11-06 11:05:43.709,2015-11-06 11:13:46.462,Fail,FAIL,2015.1.00714.S,855968,17756.0,Fail in scan 2. No science target data.,0.134098055556
uid://A001/X2d6/Xa8,uid://A001/X2d6/Xa8,uid://A002/Xac9223/X6c6,2015-11-06 11:19:31.689,2015-11-06 12:01:42.122,SemiPass,FAIL,2015.1.00714.S,855968,20789.0,Aborted in scan 11 due to we have to give the system to engineering at 9CLT. Only 1 scan on target executed completly. Time on target	7min (31.75min expected). Some useful data.,0.702898055556
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac7ce4/X47b,2015-11-04 06:57:42.128,2015-11-04 08:15:40.298,Pass,SUCCESS,2015.1.01388.S,855197,20792.0,"FluxCal observed by 
J0538-4405	Band7 or Band6	2015-10-01 

Waiting for E2E test
QA0 pass when flux calibrator data become available",1.29949166667
uid://A001/X2df/X15e,uid://A001/X2df/X15e,uid://A002/Xac7ce4/X6c5,2015-11-04 07:39:34.272,2015-11-04 08:04:35.259,Pass,SUCCESS,2015.1.01558.T,855234,17732.0,"AmpCal observed
J0423-0120	Band3	2015-11-01

QA0 pass when the flux calibrator value is updated",0.416940833333
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac7ce4/X80c,2015-11-04 08:16:48.102,2015-11-04 09:35:08.677,Pass,SUCCESS,2015.1.01388.S,855197,20791.0,"Waiting for E2E test

AmpCal observed
J0538-4405	Band7 or Band6	2015-11-01

QA0 pass when flux calibrator data become available",1.30571527778
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xac7ce4/Xc3f,2015-11-04 09:36:06.753,2015-11-04 11:00:15.737,Pass,SUCCESS,2015.1.01388.S,855197,20790.0,"AmpCal observed
J0538-4405	Band7 or Band6	2015-11-10

QA0 pass when flux calibrator data become available",1.40249555556
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xacb347/X348,2015-11-10 23:06:06.322,2015-11-10 23:13:58.586,Fail,FAIL,2015.1.01384.S,857614,17864.0,,0.131184444444
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xacb347/X37d,2015-11-10 23:23:43.854,2015-11-10 23:26:05.959,Fail,FAIL,2015.1.01384.S,857636,17874.0,,0.0394736111111
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xacb347/X3a6,2015-11-10 23:33:19.827,2015-11-10 23:35:37.151,Fail,FAIL,2015.1.01384.S,857639,17862.0,,0.0381455555556
uid://A001/X2d8/X40c,uid://A001/X2d8/X40c,uid://A002/Xacb61a/X1,2015-11-10 23:49:35.580,2015-11-10 23:55:06.474,Fail,FAIL,2015.1.01384.S,857644,17875.0,,0.091915
uid://A001/X2d6/X1b,uid://A001/X2d6/X1b,uid://A002/Xacbbd0/X1abd,2015-11-12 16:32:15.323,2015-11-12 17:12:56.201,SemiPass,FAIL,2015.1.00113.S,858266,17978.0," ==  ==  == QA0 report for  id___A002_Xacbbd0_X1abd  == == ==
Usable antennas: 43
Phase rms on longest baselines using bandpass: 463.9  microns   = 128.6  degrees
Band observed: 6     Highest recommen",0.678021666667
uid://A001/X2de/X110,uid://A001/X2de/X110,uid://A002/Xacaa68/X217,2015-11-10 00:20:40.568,2015-11-10 00:54:07.657,Pass,SUCCESS,2015.1.00466.S,857232,17818.0,"PM02, PM03, PM04 had anomalously high azimuth pointing errors.  ",0.557524722222
uid://A001/X2de/X112,uid://A001/X2de/X112,uid://A002/Xac97ce/X118f,2015-11-08 00:35:41.062,2015-11-08 01:07:55.817,Pass,SUCCESS,2015.1.00466.S,856531,17778.0,"Amp cal was last measured more than a week ago.  A more recent value will need to be added.

Antenna PM04 had bad pointing.  It may be necessary to flag out.  DV13 may also be problematic.",0.537431944444
uid://A001/X2d6/X311,uid://A001/X2d6/X311,uid://A002/Xacb746/X592,2015-11-11 09:20:11.476,2015-11-11 09:21:17.208,Fail,FAIL,2015.1.01518.S,857775,17867.0,no data (LV),0.0182588888889
uid://A001/X2d6/X311,uid://A001/X2d6/X311,uid://A002/Xacb746/X644,2015-11-11 09:33:13.569,2015-11-11 10:50:58.914,SemiPass,SUCCESS,2015.1.01518.S,857775,17897.0,"After the ingestion of the flux density of the flux calibrator, QA0 is PASS. DV05 may not usable since Tsys and Trx are wrong.

 ==  ==  QA0 report == ==  _uid___A002_Xacb746_X644
Usable antennas: 45
",1.29592916667
uid://A001/X2df/X131,uid://A001/X2df/X131,uid://A002/Xacb746/X8db,2015-11-11 11:10:56.414,2015-11-11 12:47:47.387,Pass,FAIL,2015.1.01170.S,857775,17896.0,"Stopped because the morning shift ended. The expected time on the target almost was completed.  Pending ingest the flux density of the amplitude calibrator. DV05 with Tsys and Trx issues.

==  ==  QA0",1.61415916667
uid://A001/X2d2/Xaf,uid://A001/X2d2/Xaf,uid://A002/Xac97ce/X1bd8,2015-11-08 04:12:36.446,2015-11-08 06:08:08.106,Pass,SUCCESS,2015.1.00631.S,856531,17773.0,QA0 pass when the flux calibrator data becomes available,1.92546111111
uid://A001/X2de/Xf9,uid://A001/X2de/Xf9,uid://A002/Xac97ce/X2043,2015-11-08 07:01:12.511,2015-11-08 07:31:05.785,Fail,ABORTED,2015.1.00986.S,856531,17795.0,,0.498131666667
uid://A001/X2de/X108,uid://A001/X2de/X108,uid://A002/Xacaec2/X119,2015-11-10 04:44:26.857,2015-11-10 06:15:44.949,Pass,SUCCESS,2015.1.00889.S,857302,17819.0,"QA0 passes when the flux calibrator is available. 
Tsys of DV21 is much higher than the other antennas in the last half of the observation. ",1.52169222222
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xacaec2/X24b,2015-11-10 05:03:14.407,2015-11-10 05:11:35.644,Fail,FAIL,2015.1.01388.S,857307,17860.0,no useful data (LV),0.1392325
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xacaec2/X2e0,2015-11-10 05:19:17.368,2015-11-10 05:27:38.769,Fail,FAIL,2015.1.01388.S,857307,17859.0,no useful data (LV),0.139278055556
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xacaec2/X395,2015-11-10 05:40:51.266,2015-11-10 05:49:19.808,Fail,FAIL,2015.1.01388.S,857319,17858.0,no useful data (LV),0.141261666667
uid://A001/X2df/X153,uid://A001/X2df/X153,uid://A002/Xac9e3c/X14d,2015-11-08 09:58:04.299,2015-11-08 11:28:46.460,Pass,SUCCESS,2015.1.01345.S,856622,17799.0,"Flux calibrator has no recent flux measurement.  Will need a more recent value entered.

DV12 has high phase rms.

DA59 had intermittent locking problems.",1.51171138889
uid://A001/X2df/X154,uid://A001/X2df/X154,uid://A002/Xac9e3c/X619,2015-11-08 12:42:27.111,2015-11-08 13:59:13.703,Pass,SUCCESS,2015.1.01345.S,856649,17798.0,"Flux calibrator has no recent flux measurement.  Will need a more recent value entered.

DA47 has high Trx in pol Y.",1.27960888889
uid://A001/X2d1/X91,uid://A001/X2d1/X91,uid://A002/Xac9e3c/X8bb,2015-11-08 14:09:59.477,2015-11-08 15:40:20.831,Pass,SUCCESS,2015.1.01512.S,856649,17800.0,"Flux calibrator has no recent flux measurement.  Will need a more recent value entered.

",1.50593166667
uid://A001/X2d8/X1,uid://A001/X2d8/X1,uid://A002/Xac9e3c/Xb37,2015-11-08 16:09:33.997,2015-11-08 17:35:35.278,Pass,SUCCESS,2015.1.00030.S,856649,17801.0,"Flux calibrator has no recent flux measurement.  Will need a more recent value entered.

DV20, DV23 & DV25: ATM cal results were flagged by Telcal for scans 2,4,8 & 25 due to incorrect load temperatur",1.43368916667
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xacaec2/X4ff,2015-11-10 06:25:33.990,2015-11-10 06:58:19.843,SemiPass,FAIL,2015.1.01388.S,857327,20839.0,"No science!

Waiting for E2E test",0.546070277778
uid://A001/X2de/Xf9,uid://A001/X2de/Xf9,uid://A002/Xacaec2/X51f,2015-11-10 06:30:08.013,2015-11-10 07:28:18.077,SemiPass,FAIL,2015.1.00986.S,857302,17898.0,"The observation failed, but about half of the observation was done. 
The flux calibrator is not available. 

==  ==  == QA0 report for  id___A002_Xacaec2_X51f  == == ==
Usable antennas: 46
Phase rms o",0.969462222222
uid://A001/X2de/Xf9,uid://A001/X2de/Xf9,uid://A002/Xacaec2/X6fb,2015-11-10 07:48:17.202,2015-11-10 08:29:03.632,SemiPass,FAIL,2015.1.00986.S,857345,18556.0,Data are okay but very little integration on the TARGET,0.679563888889
uid://A001/X2df/X117,uid://A001/X2df/X117,uid://A002/Xacaec2/X738,2015-11-10 07:59:46.452,2015-11-10 08:08:26.527,Fail,FAIL,2015.1.01388.S,857360,17856.0,No useful data (LV),0.144465277778
uid://A001/X2d8/X419,uid://A001/X2d8/X419,uid://A002/Xacaec2/X987,2015-11-10 08:49:19.823,2015-11-10 09:01:17.208,Fail,FAIL,2015.1.00695.S,857345,17820.0,"Fail in scan 3during CALIBRATE BANDPASS (yellow triangle, time out). No science data.",0.199273611111
uid://A001/X2df/X1a1,uid://A001/X2df/X1a1,uid://A002/Xacbbd0/X3bb,2015-11-12 01:51:41.849,2015-11-12 02:49:59.823,SemiPass,SUCCESS,2015.1.00456.S,858075,17895.0,"Test for gonogo statistics. The gonogo run has EB uid://A002/Xacbbd0/X2c5. The recommendation was band 4 with a Y?

==  ==  QA0 report == == uid___A002_Xacbbd0_X3bb
Usable antennas: 46
Phase rms on lo",0.971659444444
uid://A001/X2df/X1e0,uid://A001/X2df/X1e0,uid://A002/Xaca510/X109,2015-11-09 03:07:26.941,2015-11-09 03:08:33.261,Fail,ABORTED,2015.1.00810.S,856876,17802.0,,0.0184222222222
uid://A001/X2df/X191,uid://A001/X2df/X191,uid://A002/Xaca510/X10a,2015-11-09 03:10:16.371,2015-11-09 04:38:49.507,Pass,SUCCESS,2015.1.00810.S,856876,17803.0,QA0 pass when the flux calibrator data becomes available,1.47587111111
uid://A001/X2df/X1a0,uid://A001/X2df/X1a0,uid://A002/Xaca510/X454,2015-11-09 04:56:38.933,2015-11-09 06:01:11.103,Pass,SUCCESS,2015.1.00456.S,856876,17814.0,"QA0 pass when the flux calibrator data becomes available.  WebAqua cannot find atmosphere summary, but Tsys seemed fine in quicklook (except for DA59 which has a known locking issue PRTSIR-8061)",1.07560277778
uid://A001/X2d8/X419,uid://A001/X2d8/X419,uid://A002/Xacaec2/Xaf6,2015-11-10 09:31:31.606,2015-11-10 09:42:53.540,Fail,FAIL,2015.1.00695.S,857345,17821.0,"Fail in scan 3during CALIBRATE BANDPASS (yellow triangle, time out). No science data.PRTSPR-16387.",0.189426111111
uid://A001/X2d8/X41b,uid://A001/X2d8/X41b,uid://A002/Xacaec2/Xb9b,2015-11-10 09:50:50.062,2015-11-10 10:02:12.909,Fail,FAIL,2015.1.00695.S,857345,17822.0,"Fail in scan 3during CALIBRATE BANDPASS (yellow triangle, time out). No science data. PRTSPR-16387",0.189679722222
uid://A001/X2d8/X41b,uid://A001/X2d8/X41b,uid://A002/Xacaec2/Xc18,2015-11-10 10:11:54.936,2015-11-10 10:23:21.348,Fail,FAIL,2015.1.00695.S,857403,17823.0,"Fail after scan 3 CALIBRATE BANDPASS is completed (yellow triangle, time out). No science data. PRTSPR-16387",0.19067
uid://A001/X2d6/Xa8,uid://A001/X2d6/Xa8,uid://A002/Xacaec2/Xc51,2015-11-10 10:25:52.791,2015-11-10 10:28:42.860,Fail,FAIL,2015.1.00714.S,857376,17855.0,"Short, no data (LV)",0.0472413888889
uid://A001/X2d6/X311,uid://A001/X2d6/X311,uid://A002/Xacaec2/Xc52,2015-11-10 10:27:21.095,2015-11-10 10:38:38.793,Fail,FAIL,2015.1.01518.S,857403,17824.0,"Fail during scan 3 CALIBRATE BANDPASS (yellow triangle, time out). No science data.",0.188249444444
